Date,Open,High,Low,Close,Volume
1972-01-03,104.3000030517578,104.3000030517578,104.3000030517578,104.3000030517578,0
1972-01-04,104.5999984741211,104.5999984741211,104.5999984741211,104.5999984741211,0
1972-01-05,105.5999984741211,105.5999984741211,105.5999984741211,105.5999984741211,0
1972-01-06,110.8000030517578,110.8000030517578,110.8000030517578,110.8000030517578,0
1972-01-07,110.9000015258789,110.9000015258789,110.9000015258789,110.9000015258789,0
1972-01-10,110.5,110.5,110.5,110.5,0
1972-01-11,111.0,111.0,111.0,111.0,0
1972-01-12,111.1999969482422,111.1999969482422,111.1999969482422,111.1999969482422,0
1972-01-13,110.6999969482422,110.6999969482422,110.6999969482422,110.6999969482422,0
1972-01-14,111.1999969482422,111.1999969482422,111.1999969482422,111.1999969482422,0
1972-01-17,111.5999984741211,111.5999984741211,111.5999984741211,111.5999984741211,0
1972-01-18,111.9000015258789,111.9000015258789,111.9000015258789,111.9000015258789,0
1972-01-19,111.9000015258789,111.9000015258789,111.9000015258789,111.9000015258789,0
1972-01-20,112.0,112.0,112.0,112.0,0
1972-01-21,111.9000015258789,111.9000015258789,111.9000015258789,111.9000015258789,0
1972-01-24,111.0,111.0,111.0,111.0,0
1972-01-25,111.0,111.0,111.0,111.0,0
1972-01-26,111.0,111.0,111.0,111.0,0
1972-01-27,112.0,112.0,112.0,112.0,0
1972-01-28,112.6999969482422,112.6999969482422,112.6999969482422,112.6999969482422,0
1972-01-31,112.8000030517578,112.8000030517578,112.8000030517578,112.8000030517578,0
1972-02-01,112.8000030517578,112.8000030517578,112.8000030517578,112.8000030517578,0
1972-02-02,113.4000015258789,113.4000015258789,113.4000015258789,113.4000015258789,0
1972-02-03,113.4000015258789,113.4000015258789,113.4000015258789,113.4000015258789,0
1972-02-04,113.4000015258789,113.4000015258789,113.4000015258789,113.4000015258789,0
1972-02-07,113.1999969482422,113.1999969482422,113.1999969482422,113.1999969482422,0
1972-02-08,113.4000015258789,113.4000015258789,113.4000015258789,113.4000015258789,0
1972-02-09,114.0,114.0,114.0,114.0,0
1972-02-10,114.4000015258789,114.4000015258789,114.4000015258789,114.4000015258789,0
1972-02-11,114.0,114.0,114.0,114.0,0
1972-02-14,113.5,113.5,113.5,113.5,0
1972-02-15,114.0,114.0,114.0,114.0,0
1972-02-16,114.5,114.5,114.5,114.5,0
1972-02-17,114.8000030517578,114.8000030517578,114.8000030517578,114.8000030517578,0
1972-02-18,114.8000030517578,114.8000030517578,114.8000030517578,114.8000030517578,0
1972-02-21,114.9000015258789,114.9000015258789,114.9000015258789,114.9000015258789,0
1972-02-22,115.0,115.0,115.0,115.0,0
1972-02-23,115.4000015258789,115.4000015258789,115.4000015258789,115.4000015258789,0
1972-02-24,115.8000030517578,115.8000030517578,115.8000030517578,115.8000030517578,0
1972-02-25,116.5,116.5,116.5,116.5,0
1972-02-28,116.5999984741211,116.5999984741211,116.5999984741211,116.5999984741211,0
1972-02-29,116.9000015258789,116.9000015258789,116.9000015258789,116.9000015258789,0
1972-03-01,117.4000015258789,117.4000015258789,117.4000015258789,117.4000015258789,0
1972-03-02,117.4000015258789,117.4000015258789,117.4000015258789,117.4000015258789,0
1972-03-03,117.9000015258789,117.9000015258789,117.9000015258789,117.9000015258789,0
1972-03-06,118.4000015258789,118.4000015258789,118.4000015258789,118.4000015258789,0
1972-03-07,118.5999984741211,118.5999984741211,118.5999984741211,118.5999984741211,0
1972-03-08,118.6999969482422,118.6999969482422,118.6999969482422,118.6999969482422,0
1972-03-09,118.9000015258789,118.9000015258789,118.9000015258789,118.9000015258789,0
1972-03-10,118.4000015258789,118.4000015258789,118.4000015258789,118.4000015258789,0
1972-03-13,117.5999984741211,117.5999984741211,117.5999984741211,117.5999984741211,0
1972-03-14,117.9000015258789,117.9000015258789,117.9000015258789,117.9000015258789,0
1972-03-15,118.0999984741211,118.0999984741211,118.0999984741211,118.0999984741211,0
1972-03-16,118.0,118.0,118.0,118.0,0
1972-03-17,118.3000030517578,118.3000030517578,118.3000030517578,118.3000030517578,0
1972-03-20,118.0,118.0,118.0,118.0,0
1972-03-21,117.5,117.5,117.5,117.5,0
1972-03-22,117.8000030517578,117.8000030517578,117.8000030517578,117.8000030517578,0
1972-03-23,118.5,118.5,118.5,118.5,0
1972-03-24,118.1999969482422,118.1999969482422,118.1999969482422,118.1999969482422,0
1972-03-27,118.1999969482422,118.1999969482422,118.1999969482422,118.1999969482422,0
1972-03-28,118.0999984741211,118.0999984741211,118.0999984741211,118.0999984741211,0
